ação,timestamp,preço,btc,score_entrada,lucro_%,capital_atual,tempo_espera_h,alvo_atingido
compra,2024-01-02 00:30:00,44664.16,0.02341932887314672,3.0,,,,
compra,2024-01-02 00:40:00,44732.01,0.02338380618002287,2.0,,,,
compra,2024-01-02 00:50:00,44835.99,0.023329576348885012,2.0,,,,
venda,2024-01-02 00:50:00,44835.99,,,0.63,1052.58,0.58,0%
venda,2024-01-02 00:50:00,44835.99,,,0.51,1051.31,0.42,0%
compra,2024-01-02 00:55:00,45056.0,0.023333375367537056,3.0,,,,
venda,2024-01-02 00:55:00,45056.0,,,0.95,1050.62,0.75,0%
venda,2024-01-02 00:55:00,45056.0,,,0.68,1053.11,0.58,0%
venda,2024-01-02 00:55:00,45056.0,,,0.88,1055.18,0.42,0%
venda,2024-01-02 00:55:00,45056.0,,,0.72,1053.58,0.25,0%
compra,2024-01-02 01:00:00,45127.99,0.023346503383977674,3.0,,,,
venda,2024-01-02 01:00:00,45127.99,,,0.65,1052.82,0.17,0%
compra,2024-01-02 01:05:00,45189.4,0.023297872690868193,3.0,,,,
compra,2024-01-02 01:10:00,44841.22,0.02347877439946369,2.0,,,,
compra,2024-01-02 01:15:00,44961.1,0.023416172828883617,2.0,,,,
compra,2024-01-02 01:50:00,44792.51,0.023504306594489103,2.0,,,,
compra,2024-01-02 01:55:00,44855.96,0.023471059100657287,2.0,,,,
compra,2024-01-02 02:00:00,44948.04,0.02342297657866103,2.0,,,,
compra,2024-01-02 02:05:00,44979.52,0.023406583444570313,2.0,,,,
compra,2024-01-02 02:10:00,44980.37,0.02340614112726772,2.0,,,,
venda,2024-01-02 02:25:00,45099.99,,,0.58,1058.89,1.25,0%
venda,2024-01-02 02:25:00,45099.99,,,0.69,1060.04,0.58,0%
venda,2024-01-02 02:25:00,45099.99,,,0.54,1058.54,0.5,0%
compra,2024-01-02 02:30:00,45143.14,0.023448624325402546,2.0,,,,
compra,2024-01-02 02:35:00,45181.66,0.023428633005716314,2.0,,,,
venda,2024-01-02 02:35:00,45181.66,,,0.52,1058.29,0.58,0%
compra,2024-01-02 02:40:00,45294.75,0.023364495089718475,3.0,,,,
venda,2024-01-02 02:40:00,45294.75,,,0.53,1056.88,1.75,0%
venda,2024-01-02 02:40:00,45294.75,,,0.74,1060.63,1.42,0%
venda,2024-01-02 02:40:00,45294.75,,,0.7,1060.2,0.58,0%
venda,2024-01-02 02:40:00,45294.75,,,0.7,1060.18,0.5,0%
compra,2024-01-02 02:50:00,45253.11,0.023427678469486617,2.0,,,,
compra,2024-01-02 02:55:00,45378.96,0.023362706215045683,3.0,,,,
venda,2024-01-02 02:55:00,45378.96,,,0.56,1059.44,1.92,0%
venda,2024-01-02 02:55:00,45378.96,,,0.52,1064.07,0.42,0%
compra,2024-01-02 03:00:00,45140.0,0.023572755545358197,2.0,,,,
compra,2024-01-02 03:05:00,45179.24,0.02355228165231352,2.0,,,,
compra,2024-01-02 03:10:00,45250.45,0.023515217756231575,2.0,,,,
compra,2024-01-02 03:20:00,45332.11,0.0234728580981002,3.0,,,,
compra,2024-01-02 03:25:00,45316.71,0.023480834891091366,2.0,,,,
venda,2024-01-02 03:40:00,45418.03,,,0.51,1058.14,2.58,0%
venda,2024-01-02 03:40:00,45418.03,,,0.52,1064.08,1.08,0%
venda,2024-01-02 03:40:00,45418.03,,,0.62,1070.63,0.67,0%
venda,2024-01-02 03:40:00,45418.03,,,0.53,1069.7,0.58,0%
compra,2024-01-02 03:45:00,45349.94,0.023587643878982528,2.0,,,,
compra,2024-01-02 03:50:00,45380.02,0.023572008885258865,3.0,,,,
compra,2024-01-02 03:55:00,45402.38,0.02356040001984973,2.0,,,,
compra,2024-01-02 04:00:00,45370.32,0.023577048490141243,2.0,,,,
venda,2024-01-02 07:40:00,45526.42,,,0.51,1063.7,5.0,0%
venda,2024-01-02 07:40:00,45526.42,,,0.6,1066.58,4.83,0%
venda,2024-01-02 07:40:00,45526.42,,,0.61,1070.56,4.5,0%
compra,2024-01-02 07:45:00,45524.57,0.023516173353458503,2.0,,,,
compra,2024-01-02 07:55:00,45455.53,0.023551890825201167,2.0,,,,
compra,2024-01-02 08:10:00,45646.38,0.023453419087376838,3.0,,,,
venda,2024-01-02 08:10:00,45646.38,,,0.59,1066.42,5.25,0%
venda,2024-01-02 08:10:00,45646.38,,,0.69,1071.45,4.83,0%
venda,2024-01-02 08:10:00,45646.38,,,0.73,1071.82,4.75,0%
venda,2024-01-02 08:10:00,45646.38,,,0.65,1076.69,4.42,0%
venda,2024-01-02 08:10:00,45646.38,,,0.59,1075.98,4.33,0%
venda,2024-01-02 08:10:00,45646.38,,,0.54,1075.45,4.25,0%
venda,2024-01-02 08:10:00,45646.38,,,0.61,1076.21,4.17,0%
compra,2024-01-02 08:15:00,45727.32,0.023535315751271085,3.0,,,,
venda,2024-01-02 08:15:00,45727.32,,,0.6,1076.96,0.33,0%
compra,2024-01-02 08:20:00,45799.99,0.023514521474110317,3.0,,,,
venda,2024-01-02 08:20:00,45799.99,,,0.6,1077.04,0.58,0%
compra,2024-01-02 08:30:00,45700.25,0.02356749699239426,2.0,,,,
compra,2024-01-02 08:45:00,45720.28,0.023557172100141684,3.0,,,,
compra,2024-01-02 08:50:00,45795.2,0.02351863305382804,2.0,,,,
compra,2024-01-02 09:00:00,45835.64,0.023497882966762675,2.0,,,,
compra,2024-01-02 09:15:00,45718.11,0.02355829023611575,2.0,,,,
compra,2024-01-02 09:20:00,45777.76,0.023527592971492397,2.0,,,,
compra,2024-01-02 09:25:00,45831.12,0.023500200397168252,2.0,,,,
venda,2024-01-08 18:00:00,45962.21,,,0.69,1077.97,153.83,0%
venda,2024-01-08 18:00:00,45962.21,,,0.51,1081.74,153.75,0%
venda,2024-01-08 18:00:00,45962.21,,,0.57,1083.21,153.5,0%
venda,2024-01-08 18:00:00,45962.21,,,0.53,1082.74,153.25,0%
venda,2024-01-08 18:00:00,45962.21,,,0.53,1082.79,152.75,0%
compra,2024-01-08 18:05:00,45848.82,0.0236165529030693,2.0,,,,
compra,2024-01-08 18:10:00,45891.1,0.023594794700351522,3.0,,,,
compra,2024-01-08 18:20:00,46043.73,0.023516580500174543,3.0,,,,
venda,2024-01-08 18:20:00,46043.73,,,0.53,1082.7,154.0,0%
venda,2024-01-08 18:20:00,46043.73,,,0.54,1082.89,153.5,0%
venda,2024-01-08 18:20:00,46043.73,,,0.58,1083.3,153.0,0%
compra,2024-01-08 18:30:00,46131.11,0.02348302779467682,2.0,,,,
venda,2024-01-08 18:30:00,46131.11,,,0.64,1083.98,153.5,0%
venda,2024-01-08 18:30:00,46131.11,,,0.65,1084.09,153.08,0%
venda,2024-01-08 18:30:00,46131.11,,,0.62,1089.46,0.42,0%
venda,2024-01-08 18:30:00,46131.11,,,0.52,1088.45,0.33,0%
compra,2024-01-08 18:35:00,46638.08,0.02333831216356533,3.0,,,,
venda,2024-01-08 18:35:00,46638.08,,,1.29,1096.77,0.25,0%
venda,2024-01-08 18:35:00,46638.08,,,1.1,1095.2,0.08,0%
compra,2024-01-08 18:40:00,46917.77,0.023343038872699222,3.0,,,,
venda,2024-01-08 18:40:00,46917.77,,,0.6,1094.98,0.08,0%
compra,2024-01-08 18:45:00,46879.4,0.023357414179327393,2.0,,,,
compra,2024-01-08 18:50:00,46708.55,0.023442850661781634,2.0,,,,
compra,2024-01-08 18:55:00,46970.01,0.02331235531519709,2.0,,,,
venda,2024-01-08 18:55:00,46970.01,,,0.56,1101.11,0.08,0%
compra,2024-01-08 19:05:00,46885.11,0.023485301197168785,2.0,,,,
compra,2024-01-08 19:10:00,47107.98,0.023374191167024994,3.0,,,,
compra,2024-01-08 19:25:00,46663.97,0.023596597760807535,2.0,,,,
compra,2024-01-08 19:30:00,46840.84,0.02350749751738846,2.0,,,,
compra,2024-01-08 19:40:00,46810.01,0.023522980020991024,2.0,,,,
compra,2024-01-08 19:45:00,46886.46,0.023484624985814457,2.0,,,,
compra,2024-01-08 19:50:00,46986.0,0.02343487272831035,2.0,,,,
venda,2024-01-08 19:50:00,46986.0,,,0.69,1108.71,0.42,0%
compra,2024-01-08 20:00:00,46987.99,0.023595598415452605,2.0,,,,
venda,2024-01-08 20:35:00,47080.01,,,0.51,1106.73,1.08,0%
venda,2024-01-08 20:35:00,47080.01,,,0.58,1107.46,0.92,0%
compra,2024-01-08 20:50:00,46889.14,0.023618734201950764,2.0,,,,
compra,2024-01-08 21:00:00,46727.57,0.023700400740249445,2.0,,,,
venda,2024-01-08 21:30:00,47025.05,,,0.64,1114.51,0.5,0%
compra,2024-01-08 21:35:00,47124.0,0.023650635129239185,3.0,,,,
venda,2024-01-08 21:35:00,47124.0,,,0.52,1100.69,2.83,0%
venda,2024-01-08 21:35:00,47124.0,,,0.51,1106.72,2.5,0%
venda,2024-01-08 21:35:00,47124.0,,,0.51,1106.69,1.83,0%
venda,2024-01-08 21:35:00,47124.0,,,0.5,1113.01,0.75,0%
compra,2024-01-08 21:40:00,47178.97,0.023591215122600765,2.0,,,,
venda,2024-01-08 21:40:00,47178.97,,,0.56,1101.3,3.0,0%
compra,2024-01-08 21:45:00,47123.71,0.02337041227619622,2.0,,,,
compra,2024-01-08 22:00:00,46901.6,0.02348108658732134,2.0,,,,
compra,2024-01-08 22:05:00,46929.82,0.023466966859960477,2.0,,,,
compra,2024-01-08 22:10:00,46971.99,0.023445898942836156,2.0,,,,
venda,2024-01-09 21:10:00,47918.36,,,2.02,1117.09,26.25,0%
venda,2024-01-09 21:10:00,47918.36,,,1.72,1120.05,26.0,0%
venda,2024-01-09 21:10:00,47918.36,,,1.98,1122.96,25.33,0%
venda,2024-01-09 21:10:00,47918.36,,,1.98,1130.66,25.17,0%
venda,2024-01-09 21:10:00,47918.36,,,1.69,1133.3,23.58,0%
venda,2024-01-09 21:10:00,47918.36,,,1.57,1130.45,23.5,0%
venda,2024-01-09 21:10:00,47918.36,,,1.69,1119.87,23.42,0%
venda,2024-01-09 21:10:00,47918.36,,,2.17,1125.18,23.17,0%
venda,2024-01-09 21:10:00,47918.36,,,2.11,1124.5,23.08,0%
venda,2024-01-09 21:10:00,47918.36,,,2.01,1123.49,23.0,0%
compra,2024-01-09 21:15:00,46522.02,0.02414961831120924,2.0,,,,
compra,2024-01-09 21:20:00,46112.0,0.02436435257777677,2.0,,,,
compra,2024-01-09 21:30:00,45893.99,0.024480090444662633,2.0,,,,
compra,2024-01-09 21:35:00,46241.73,0.02429599900493434,2.0,,,,
venda,2024-01-09 21:35:00,46241.73,,,0.76,1132.0,0.08,0%
compra,2024-01-09 22:00:00,45474.0,0.02489338375154307,2.0,,,,
venda,2024-01-09 22:15:00,45760.0,,,0.63,1139.12,0.25,0%
compra,2024-01-10 00:10:00,46199.99,0.024656309243153752,2.0,,,,
compra,2024-01-10 00:55:00,45856.42,0.02484104167901923,2.0,,,,
compra,2024-01-10 01:35:00,45663.09,0.02494621455689072,2.0,,,,
venda,2024-01-10 01:50:00,45908.01,,,0.54,1145.23,0.25,0%
compra,2024-01-10 03:05:00,46116.62,0.02483336956047266,2.0,,,,
venda,2024-01-10 03:05:00,46116.62,,,0.57,1145.58,2.17,0%
compra,2024-01-10 03:15:00,46181.1,0.024806357568691345,2.0,,,,
compra,2024-01-10 03:25:00,46175.0,0.024809634640292188,2.0,,,,
compra,2024-01-10 03:35:00,46108.01,0.024845680382117808,3.0,,,,
compra,2024-01-10 03:50:00,46117.94,0.024840330672087515,2.0,,,,
compra,2024-01-10 04:00:00,46129.99,0.024833841921827686,2.0,,,,
venda,2024-01-10 17:55:00,46401.89,,,0.63,1130.55,20.58,0%
venda,2024-01-10 17:55:00,46401.89,,,0.62,1152.32,14.83,0%
venda,2024-01-10 17:55:00,46401.89,,,0.64,1152.89,14.33,0%
venda,2024-01-10 17:55:00,46401.89,,,0.62,1152.64,14.08,0%
venda,2024-01-10 17:55:00,46401.89,,,0.59,1152.34,13.92,0%
compra,2024-01-10 18:00:00,46590.44,0.024733340168799366,3.0,,,,
venda,2024-01-10 18:00:00,46590.44,,,0.75,1131.96,20.42,0%
venda,2024-01-10 18:00:00,46590.44,,,0.85,1148.75,17.83,0%
venda,2024-01-10 18:00:00,46590.44,,,0.89,1155.74,14.75,0%
venda,2024-01-10 18:00:00,46590.44,,,0.9,1155.89,14.58,0%
compra,2024-01-10 18:05:00,46107.0,0.025069768020700867,2.0,,,,
compra,2024-01-10 18:10:00,46265.56,0.024983849630923195,3.0,,,,
compra,2024-01-10 18:25:00,46382.98,0.02492060221508956,2.0,,,,
venda,2024-01-10 18:25:00,46382.98,,,0.6,1162.81,0.33,0%
compra,2024-01-10 18:30:00,46502.25,0.025005468524830692,2.0,,,,
venda,2024-01-10 18:30:00,46502.25,,,0.51,1161.81,0.33,0%
compra,2024-01-10 18:45:00,46469.36,0.025001532655056967,2.0,,,,
compra,2024-01-10 18:50:00,46495.06,0.024987713135537368,2.0,,,,
compra,2024-01-10 18:55:00,46527.33,0.024970382385999756,2.0,,,,
compra,2024-01-10 19:00:00,46577.02,0.024943743105497046,2.0,,,,
compra,2024-01-10 19:05:00,46405.48,0.0250359488038826,2.0,,,,
compra,2024-01-10 19:10:00,46291.33,0.025097685063263424,2.0,,,,
venda,2024-01-10 22:45:00,46532.0,,,0.52,1167.85,3.58,0%
compra,2024-01-10 22:50:00,46925.0,0.02488749027946241,3.0,,,,
venda,2024-01-10 22:50:00,46925.0,,,0.87,1133.22,25.58,0%
venda,2024-01-10 22:50:00,46925.0,,,0.72,1160.61,4.83,0%
venda,2024-01-10 22:50:00,46925.0,,,1.17,1169.4,4.42,0%
venda,2024-01-10 22:50:00,46925.0,,,0.91,1173.38,4.33,0%
venda,2024-01-10 22:50:00,46925.0,,,0.98,1173.2,4.08,0%
venda,2024-01-10 22:50:00,46925.0,,,0.92,1172.55,4.0,0%
venda,2024-01-10 22:50:00,46925.0,,,0.85,1171.74,3.92,0%
venda,2024-01-10 22:50:00,46925.0,,,0.75,1170.49,3.83,0%
venda,2024-01-10 22:50:00,46925.0,,,1.12,1174.81,3.75,0%
compra,2024-01-10 23:00:00,46995.05,0.02499863065625403,3.0,,,,
compra,2024-01-10 23:05:00,47339.52,0.024816726017124615,3.0,,,,
venda,2024-01-10 23:05:00,47339.52,,,0.88,1178.16,0.25,0%
venda,2024-01-10 23:05:00,47339.52,,,0.73,1183.42,0.08,0%
compra,2024-01-10 23:10:00,47482.0,0.024923616863745224,3.0,,,,
compra,2024-01-10 23:15:00,47632.4,0.02484492017879323,3.0,,,,
venda,2024-01-10 23:15:00,47632.4,,,0.62,1182.08,0.17,0%
compra,2024-01-10 23:20:00,47192.97,0.025047803101565475,2.0,,,,
compra,2024-01-10 23:25:00,46820.01,0.02524732951441246,2.0,,,,
compra,2024-01-10 23:30:00,46899.12,0.02520474201516119,3.0,,,,
compra,2024-01-10 23:40:00,46574.96,0.02538016608791691,2.0,,,,
compra,2024-01-10 23:50:00,46554.33,0.02539141300794333,2.0,,,,
compra,2024-01-10 23:55:00,46653.99,0.02533717309790838,2.0,,,,
compra,2024-01-11 00:10:00,46505.7,0.02541796425681339,2.0,,,,
compra,2024-01-11 00:25:00,46376.99,0.02548850669994078,2.0,,,,
venda,2024-01-11 00:50:00,46615.36,,,0.51,1188.16,0.42,0%
compra,2024-01-11 00:55:00,46670.01,0.025458659976292087,2.0,,,,
venda,2024-01-11 10:45:00,46761.1,,,0.55,1188.57,10.58,0%
compra,2024-01-11 10:50:00,46836.07,0.025377277991284853,3.0,,,,
venda,2024-01-11 10:50:00,46836.07,,,0.56,1188.71,11.17,0%
venda,2024-01-11 10:50:00,46836.07,,,0.61,1189.23,11.0,0%
compra,2024-01-11 10:55:00,46859.91,0.025378495115311667,3.0,,,,
compra,2024-01-11 11:00:00,46741.36,0.025442862532004725,2.0,,,,
venda,2024-01-11 11:10:00,46984.05,,,0.71,1190.44,11.25,0%
venda,2024-01-11 11:10:00,46984.05,,,0.67,1196.15,10.25,0%
venda,2024-01-11 11:10:00,46984.05,,,0.52,1195.41,0.17,0%
compra,2024-01-11 11:15:00,46952.13,0.02546015964231733,2.0,,,,
compra,2024-01-11 11:20:00,47127.99,0.02536515402729539,3.0,,,,
venda,2024-01-11 11:20:00,47127.99,,,0.66,1189.86,11.92,0%
venda,2024-01-11 11:20:00,47127.99,,,0.62,1195.98,0.5,0%
venda,2024-01-11 11:20:00,47127.99,,,0.57,1196.04,0.42,0%
compra,2024-01-11 11:25:00,47073.2,0.025408033955827462,2.0,,,,
compra,2024-01-11 11:30:00,46924.67,0.025488457649450857,2.0,,,,
compra,2024-01-11 11:35:00,46859.14,0.0255241018936638,2.0,,,,
compra,2024-01-11 11:40:00,46979.99,0.025458444414514714,2.0,,,,
venda,2024-01-11 12:00:00,47148.35,,,0.53,1188.36,12.5,0%
venda,2024-01-11 12:00:00,47148.35,,,0.62,1203.42,0.42,0%
compra,2024-01-11 12:15:00,47027.99,0.025589426414314616,3.0,,,,
compra,2024-01-11 12:20:00,47090.0,0.02555572923164416,2.0,,,,
venda,2024-01-11 12:30:00,47161.08,,,0.5,1202.06,1.0,0%
compra,2024-01-11 12:35:00,47309.91,0.02540827472050494,3.0,,,,
venda,2024-01-11 12:35:00,47309.91,,,0.76,1204.52,1.33,0%
venda,2024-01-11 12:35:00,47309.91,,,0.5,1202.05,1.17,0%
venda,2024-01-11 12:35:00,47309.91,,,0.7,1204.44,0.92,0%
venda,2024-01-11 12:35:00,47309.91,,,0.6,1210.63,0.33,0%
compra,2024-01-11 12:40:00,47287.43,0.02560159138724281,2.0,,,,
compra,2024-01-11 12:50:00,47357.99,0.02556344685686296,3.0,,,,
venda,2024-01-11 12:50:00,47357.99,,,0.57,1210.27,0.5,0%
compra,2024-01-11 12:55:00,47449.63,0.025506373166553922,3.0,,,,
venda,2024-01-11 12:55:00,47449.63,,,0.54,1188.51,13.58,0%
venda,2024-01-11 12:55:00,47449.63,,,0.68,1203.57,1.58,0%
compra,2024-01-11 13:00:00,47301.11,0.02544479766940302,2.0,,,,
compra,2024-01-11 13:10:00,47171.76,0.025514570020032663,2.0,,,,
compra,2024-01-11 13:15:00,47322.54,0.025433274999359205,2.0,,,,
compra,2024-01-11 13:20:00,47330.89,0.025428788123108947,2.0,,,,
venda,2024-01-11 14:00:00,47639.35,,,0.7,1210.43,1.42,0%
